GeneSymbol,log2FC_db_dw,pvalue,alias,Entrez
NCSTN,-0.26698932,0.032625727,,289231
SPATS2L,-0.40924394,0.032649647,RGD1309930,316426
MPP4,0.7599157,0.032875896,Dlg6,58808
SLC5A8,1.0145775,0.033064038,RGD1564146,500820
BARHL2,0.9757056,0.033074524,Barh|MBH1,65050
ERF,0.47308475,0.033135038,,292721
42982,-0.764245,0.033291806,EG3-1RVC|EG3RVC|Pnutl2,287606
B4GALT5,0.33854157,0.033291806,,362275
MTERF2,-0.63347954,0.033466984,Mterfd3|RGD1311836,366856
USF1,-0.32495648,0.033466984,,83586
PKNOX1,0.6513941,0.03349886,,294322
LOXHD1,1.0126847,0.033543635,,291427
PANK4,0.3367602,0.03362458,Fang1,171053
DHRS3,0.47700343,0.033664837,,313689
PHF1,-0.4050112,0.033805452,Tctex3,294287
CDC14B,0.7017648,0.033805452,,361195
ZFYVE16,-0.5173794,0.033865884,RGD1564784,499508
AKR1E2,-0.483803,0.033865884,Akr1cl2|Akr1e1,307091
CHURC1,-0.601889,0.033934236,,299154
USP49,-0.6277844,0.034041964,RGD1310513,316211
CRYM,-0.53354144,0.03418983,CDK108,117024
SRSF9,0.3987796,0.034256175,Sfrs9,288701
CDPF1,-0.5317033,0.034327634,RGD1306001,362975
RPH3A,-0.6514723,0.034347903,,171039
CCDC53,-0.4767593,0.034459036,RGD1563761,299707
PHF14,-0.41190183,0.034459036,RGD1563764,500030
MINK1,0.39588234,0.034459036,MEKKK,303259
NET1,-0.32405576,0.034461897,,307098
TLE3,0.3218495,0.03449508,,Esp3
PAPD4,0.43107226,0.03457216,,361878
MESP1,-0.97030115,0.034614347,,308766
GABRQ,0.72086304,0.034620695,,65187
RAB14,0.27399725,0.03472653,,94197
MFSD14B,0.24501477,0.034771945,Hiatl1|RGD1308377,306687
MCM10,0.53480804,0.034814026,,307126
TNFAIP2,-0.80376416,0.034970935,,299339
RASSF6,-1.0063156,0.03497475,,305251
VRK3,-0.3422794,0.035095934,,361565
SEC61A2,0.2270908,0.03526537,,361273
PEX5,0.5473612,0.03528934,PTS1-BP|PTS1R,312703
NME7,-0.45875064,0.03532765,Nm23-r7,171566
DDX19B,0.31900993,0.035466228,Zd10a,690693
DNMT1,0.34042725,0.035562135,,84350
GPRASP1,-0.24657959,0.035594195,pips,171407
CCNO,-0.83561397,0.03564552,RGD1565217,499528
CACUL1,0.45192146,0.03565909,RGD1308127,365493
PLAT,0.5291216,0.03566246,PATISS|tPA,25692
MRGBP,0.6698152,0.035740416,,RGD1308612
PDE12,0.5205767,0.03574115,LRRGT00074|RGD1310975,306231
B3GNT3,-0.95138377,0.03587172,,290638
TGFB1,0.6852653,0.035985652,Tgfb,59086
CHML,0.8247513,0.036103465,,689102
CDK5RAP3,-0.41523105,0.03611087,C53,80278
TSPAN15,-0.38312688,0.0361306,,679462
PPP2R5A,0.3153681,0.036137,,312754
PDZD7,-0.5707858,0.036299657,Pdzk7,293996
JPH3,-0.42839488,0.036348023,,307916
SLK,0.5161005,0.036348023,Stk2,54308
MMP11,-0.59045744,0.03639457,ST3,25481
ALAS1,0.27712983,0.0364049,ALAS,65155
SLC35D3,0.7441862,0.03642329,,308717
NOP2,0.30664676,0.036445048,Nol1,314969
ZFP39,-0.43446797,0.036447357,,303173
ZFP397,0.6151469,0.036568984,Znf397,100909408
ITPRIPL2,0.9190477,0.03661702,RGD1564255,499253
ALDH1L2,-0.44637772,0.0366413,RGD1309458,299699
MCEE,-0.5760194,0.036644287,,293829
ELP5,0.28309202,0.036664568,DERP6|Rai12,287446
SNN,-0.3975091,0.03668417,,29140
TUBG2,-0.46170938,0.03676427,,680991
CDK5,-0.45083693,0.03676427,,140908
TUBA3B,0.98023945,0.036987737,RGD1565155,500363
PPWD1,0.34223482,0.037053958,RGD1310204,294711
ZC3H8,-0.52011245,0.037083894,Zc3hdc8,311414
SC5D,0.3328679,0.037091367,Sc5dl,114100
SLC35D1,0.5396388,0.037110966,,298280
RGD1309079,0.42236546,0.037203502,Ab2-095,315891
SZRD1,0.2651899,0.03728946,C1orf144|RGD1560286,500575
PGGT1B,0.33448288,0.03728946,,81746
CROCC,-0.508079,0.037360642,,313663
ZGPAT,0.29030257,0.03737169,RGD1310801,296478
ADPGK,0.31411034,0.03744561,RGD1306103,315722
HTR5A,-0.67148125,0.037459828,5HT5A|MR22,25689
PERP,0.590914,0.037459828,,292949
RPS6KB1,0.37649137,0.03754645,,83840
CREG1,-0.26421645,0.03756935,,Creg
NMRK1,-0.60891306,0.037603244,Nrk1,499330
ARRDC3,-0.42791298,0.037853606,LRRGT00048,309945
ARHGEF2,-0.50566804,0.038085505,,310635
ARHGEF25,-0.41118413,0.0381102,Geft,314904
COIL,0.32240334,0.038111575,,50998
NKAP,-0.59048504,0.038151268,2610020o08rik,298342
ETHE1,-0.36724612,0.038245164,,292710
NBR1,-0.32224736,0.038245164,Ca125|RGD1311421,303554
RPF1,0.58397985,0.038253207,Bxdc5,499725
SLC37A1,0.5571413,0.03828822,,294321
SRSF2,0.53308135,0.038305525,Sfrs2,494445
ALG10,0.7551815,0.038305525,Alg10b|KCR1,245960
SLC16A8,0.9730974,0.038305525,Mct3,65200
TRIM54,-0.9230427,0.038337693,Rnf30,362708
PKM,0.5263086,0.038356286,PKM12|Pk3|Pkm2,25630
KIT,-0.5006792,0.038370207,,64030
FDXR,-0.5313651,0.0385795,AR,79122
SNX7,0.398886,0.038629517,,310815
ENPP1,0.72993696,0.038642246,Npps|Pc1,85496
PAWR,0.5601135,0.03864341,Par-4|Par4,64513
SIRT7,0.42087793,0.038659964,,303745
CDC42EP3,-0.44628868,0.03866876,,313838
LSG1,0.32500356,0.03869334,RGD1309089,288029
ZFP46,-0.440568,0.03882037,,298558
TMEM41A,0.5112608,0.03897502,,681708
ADCYAP1,0.6414165,0.03897502,Pacap,24166
CCSAP,0.43907428,0.03899341,RGD1563235,307926
ZFP513,0.26082954,0.039262705,Znf513,313913
CPTP,-0.57773244,0.03937554,Gltpd1,313771
FBXO44,-0.54700243,0.03943288,,RGD1562463
HSPA4,0.30015755,0.039481673,Hsp110|Hsp70|irp94,266759
ANKRD52,0.68396103,0.039582606,RGD1307124,362811
NOSIP,-0.43927485,0.03969875,,292894
RNF141,-0.36530054,0.039720736,,308900
TMEM179,-0.5009015,0.039815802,,RGD1310269
RAB11B,-0.41509232,0.039815802,,79434
CHEK1,0.50829446,0.039869428,,140583
RAB3A,-0.39905143,0.040116232,,RAB3
ERAL1,-0.3119239,0.040128108,,363646
TACC1,0.471592,0.0402329,,Tacc1a
FXYD6,-0.32307225,0.040235706,,Php
PHF21B,0.6334849,0.040290035,,RGD1308739
GORAB,0.44201726,0.0403276,,Scyl1bp1
SIL1,-0.56205726,0.040359624,,291673
AK2,0.5197275,0.04037918,,24184
UBN1,0.28962803,0.04038311,,302935
PIAS3,-0.45282632,0.04042212,,83614
JPH4,-0.51739067,0.04046165,,445271
PGD,-0.33300146,0.040510073,,Cc2-27
ACADS,-0.35135093,0.040542137,,Scad
CAP2,0.34800616,0.04064034,,116653
ZBTB8B,-0.50454503,0.040657874,,RGD1562327|Zbtb8|Zbtb8l
PADI2,-0.50108236,0.040773638,,Pdi2
ERLEC1,-0.46808836,0.040773638,,RGD1306508
TCTN1,-0.3580323,0.040773638,,RGD1566266
ST8SIA2,-0.69829434,0.040880658,,Siat8b
VWA5B2,-0.4674993,0.040880658,,RGD1564491
HNRNPAB,0.33188716,0.040880658,,A1F-C1|Hnrpab
FGF7,0.96359503,0.040880658,,Kgf
LHX4,0.79457676,0.040988516,,360858
MED4,-0.36088556,0.041012213,,Vdrip
YTHDF1,0.23782311,0.041012213,,296467
CDCA7,0.40414777,0.041012213,,311742
CBLB,-0.6886468,0.041081518,,171136
SAP30BP,0.32180488,0.041081518,,RGD1565537
METTL6,0.3548717,0.04120367,,290564
MYLK,-0.6736588,0.04122695,,288057
ITPR1,-0.43509513,0.041246727,,I145TR|IP3R1|InsP3R|InsP3R
CABLES1,-0.31079614,0.041444834,,307585
SIRT3,-0.3815202,0.041483484,,293615
OBFC1,-0.48785168,0.041653346,,294025
LGMN,-0.4387056,0.04174131,,Prsc1
SOAT1,0.6703569,0.04174131,,Acat-1
CDH9,-0.8313626,0.041754942,,29163
ICA1,-0.4694552,0.04176689,,Ica69
KDM1B,-0.31811586,0.04183083,,Aof1
CEP57L1,-0.5037394,0.041924905,cep57R,294519
CAMK1,-0.48706043,0.042015456,Camki|Gaip,171503
SRFBP1,0.40503505,0.042069778,p49/STRAP,291469
TRIM2,-0.30773902,0.0421367,,361970
TSPAN31,0.2815228,0.042165656,Sas,362890
TNRC18,-0.57466465,0.042166073,Zfp469,304302
GPR101,0.9520749,0.042299286,RGD1564196,317608
GPX3,-0.553081,0.042353693,GPx-3|GPx-P|GSHPx-3|GSHP,64317
ZFP521,0.37923446,0.042425748,Znf521,307579
PRR5,-0.6435585,0.0425764,Protor1,315189
RASGRP1,0.4747592,0.042591874,Rasgrp,29434
GGACT,-0.52912664,0.04270827,A2ld1,290500
GTF2F1,0.2910501,0.04270827,,316123
POLR1E,0.46758574,0.042786576,Praf1|RGD1565773,313245
MYRIP,0.47532845,0.043024935,Slac2c,360034
MGC95210,-0.425667,0.043049075,,287798
ANK1,0.63647246,0.043114673,,306570
SOCS6,0.3937871,0.043192185,,307200
LOC688390,-0.661496,0.04323364,,688390
CSPG5,-0.47791874,0.043257702,Caleb|Ngc,50568
TIA1,-0.39518464,0.043443162,,312510
GM2A,-0.31562626,0.043772697,,282838
FBP2,-0.8136375,0.043803196,FBPase,114508
ZFP367,0.37631714,0.043803196,Znf367,306695
CRK,0.55220175,0.043810494,Crko,54245
LYPLA2,0.41494977,0.043842703,,83510
RGD1565033,-0.5849035,0.04386195,,498014
EIF2B5,0.26243556,0.04387254,,192234
FAM192A,-0.44237024,0.044030946,Nip30|RGD1307433,307652
EPN2,0.2372426,0.044030946,,60443
SV2A,-0.44024414,0.044125818,Sv2,117559
OVCA2,-0.4248868,0.04432062,RGD1564623,497954
CD226,-0.8940893,0.044405293,,307199
GLRA2,-0.4702876,0.04443878,RNNEOGLY,24397
NUP62,0.32010227,0.044462617,Np62,65274
TSC22D1,-0.30597922,0.04449759,TS22A|TSC-22|Tgfb1i4,498545
MYBL2,0.502166,0.04449759,,296344
TOLLIP,0.3704476,0.044588216,,361677
FPGS,0.30807278,0.04468685,,687266
PPM1J,-0.68527406,0.044715635,,295341
ADSS,-0.2692896,0.044726953,Adss2,289276
FOSL2,0.8236007,0.044848252,Fra2,25446
NEK1,-0.42037255,0.044919748,,290705
FUT11,0.37389797,0.044919748,,286971
LDLR,0.5501626,0.044919748,LDLRA,300438
PA2G4,0.2990845,0.04504876,,Ebp1
PCYT1A,0.5348623,0.045138597,CCT-alpha|CTP,140544
PPP1CA,0.24071914,0.045298655,PP1alpha,24668
TBC1D10A,0.41351005,0.045365326,Tbc1d10,360968
RHBDF1,0.40119374,0.045441378,,303008
HES1,0.45293653,0.045441378,,29577
ADAMTS10,0.37756658,0.045457304,,314655
MYH9L1,0.5848633,0.045488283,,25745
BTBD6,-0.35536626,0.045565758,,690367
DYNC2LI1,-0.5108052,0.045751467,RGD1310286,298767
SLCO4A1,-0.40388513,0.045751467,OATP-E|Slc21a12,171144
SHISA5,-0.38090327,0.045767896,,301013
FANCE,-0.50799674,0.045877352,RGD1561045,309643
CNP,-0.27311778,0.046021413,CNPF|CNPI|CNPII|Cnp1,25275
C2CD2L,-0.36675042,0.046023235,Tmem24,300666
MPV17L2,-0.42423078,0.046042807,RGD1308064,290645
ABHD17B,0.38789335,0.04624426,Cgi67l|Fam108b1|RGD13052,309399
SYNGR4,-0.89858645,0.046292707,,292916
DDIT4,-0.54277253,0.04639547,Rtp801,140942
SLC1A6,-0.644496,0.04661186,EAAT4,84012
ZFP709,0.4258446,0.046780914,Hit40|Znf14,266773
FGF13,-0.47861964,0.04680864,FGF-13,84488
EEF2K,-0.41597348,0.046873935,SMEF2K,25435
USP31,0.6709861,0.046946503,,308959
SYNGR1,-0.5001973,0.04698841,,29205
FAM160A2,0.4618909,0.047051255,FHIP,293343
TTC30B,-0.37847698,0.047068115,,499814
ERO1A,0.30140406,0.04717244,Ero1l,171562
PMVK,-0.48543307,0.04733122,,310645
RALGAPA1,0.45262334,0.047342747,GRIPE|Garnl1|Tulip1|p240,56785
MAN1A2,0.58379173,0.04750291,Man1b,295319
GPC1,0.44138172,0.047604747,HSPG,58920
NTN1,0.6117326,0.047619216,netrin-1,114523
ZBED4,0.6373196,0.04774105,,315211
RBM33,0.62802976,0.047770053,RGD1310651,362297
CH25H,0.8603463,0.047844984,,309527
RHPN2,-0.6892688,0.047902454,,308516
FAT4,-0.68607205,0.04809833,RGD1564291,310341
GABRD,-0.7051563,0.048128575,GABAA-RD,29689
HACD3,0.26696298,0.04816285,Ptplad1|RGD1565496,300783
DEAR,0.41171983,0.04816285,,446170
HOMEZ,-0.4243091,0.048186395,,260325
DPY19L1,0.24113286,0.048194468,RGD1305822,315496
MED11,-0.46381506,0.04836857,RGD1563202,287456
HID1,-0.34535822,0.04836857,RGD1311422,287822
RASSF5,0.42041242,0.04836857,Maxp1|Nore1,54355
MEST,0.52117264,0.04836857,,58827
SPRN,-0.7253101,0.048448265,,541462
WDR46,0.33697125,0.04854942,Bing4,309628
GMPPA,-0.34430286,0.048574977,,501167
WDR26,0.35423997,0.048592504,RGD1565589,498301
SENP7,-0.26622754,0.04878576,,288167
ZFP583,0.3633975,0.04878576,RGD1562044,499068
SLC25A14,-0.30390215,0.048834655,Bmcp1,85263
ARHGEF11,-0.52531695,0.048962355,Gtrap48,78966
SQLE,0.28197297,0.048962355,,29230
LMO1,-0.5265091,0.049009074,Dat1|Lmo3,245979
SLC17A6,0.6108406,0.049009074,Dnpi|Vglut2,84487
PACSIN1,0.6023192,0.04935037,,29704
HEXDC,-0.33909637,0.049379133,,100216475
SCYL3,0.4040984,0.049412906,RGD1308992,360866
UMPS,0.3245573,0.049528614,,288051
HSDL1,-0.39937967,0.04956813,RGD1308433,361418
ISOC1,-0.25592902,0.049739197,DR-NR#1|RGD1307632,364879
CDC25A,0.31931496,0.049744014,,171102
YARS2,0.38417423,0.049744014,CGI-04|RGD1311696,287924
NR4A3,0.46416077,0.049744014,NOR-2,58853
SHISA8,0.7559386,0.049744014,RGD1563996,315163
RBPMS,0.8294909,0.049915213,RGD1561067,498642
KLHL25,-0.38356707,0.04996569,RGD1310815,293023
ENPP5,-0.21971719,0.04996569,E-NPP,316249
ZFP777,0.28266618,0.04996569,RGD1566056|Znf777,502764
TNFAIP1,-0.2973561,0.049998462,Edp1,287543
PABPN1,0.28493616,0.049998462,,116697
