"","OR_cno","Pval_cno","NumSig_cno","adjPval_cno","OR_saline","Pval_saline","NumSig_saline","adjPval_saline","setSize","ID"
"IMMUNE SUPPRESSION",3.31711999556844,0.286628739348685,1,0.323975492462973,0,1,0,NA,11,"OMIM:146850"
"Liver Diseases, Parasitic",3.31711999556844,0.286628739348685,1,0.323975492462973,0,1,0,NA,9,"MESH:D008109"
"Periodontitis",3.31711999556844,0.286628739348685,1,0.323975492462973,0,1,0,NA,12,"MESH:D010518"
"Sick Sinus Syndrome",3.31711999556844,0.286628739348685,1,0.323975492462973,8.68792938470968,0.122740008215847,1,0.502504885121315,10,"MESH:D012804"
"Obstetric Labor, Premature",1.82479214302726,0.289428103360159,4,0.326793424640518,0,1,0,NA,75,"MESH:D007752"
"Guillain-Barre Syndrome",1.93609359986296,0.292197389238556,2,0.329223457568679,2.43020296364729,0.346798811001998,1,0.719436795228979,33,"MESH:D020275"
"Postoperative Nausea and Vomiting",1.93609359986296,0.292197389238556,2,0.329223457568679,5.08500911100859,0.06607403000249,2,0.385037526230686,33,"MESH:D020250"
"Hodgkin Disease",1.78963495884555,0.293907962876068,4,0.330801472983929,2.25559862218388,0.230439962291801,2,0.626977744816018,71,"MESH:D006689"
"Small Cell Lung Carcinoma",1.55201477296926,0.294426330216954,6,0.331035715849832,1.29207488303996,0.670302320297201,2,0.923900031476309,109,"MESH:D055752"
"Hemangiosarcoma",1.85858794066662,0.307673563769596,2,0.344840013174537,2.33671775171803,0.357421109870295,1,0.719436795228979,29,"MESH:D006394"
"Kidney Papillary Necrosis",1.85858794066662,0.307673563769596,2,0.344840013174537,0,1,0,NA,53,"MESH:D007681"
"Leukemia, Monocytic, Acute",1.85858794066662,0.307673563769596,2,0.344840013174537,2.33671775171803,0.357421109870295,1,0.719436795228979,30,"MESH:D007948"
"Epilepsy, Temporal Lobe",1.66131191116089,0.314480444764673,4,0.350269892036304,2.09945712492388,0.254519166986737,2,0.637659384913538,72,"MESH:D004833"
"Carcinoma, Small Cell",2.90234545331964,0.31612924651449,1,0.350269892036304,0,1,0,NA,12,"MESH:D018288"
"Gastroenteritis",2.90234545331964,0.31612924651449,1,0.350269892036304,0,1,0,NA,16,"MESH:D005759"
"Marijuana Abuse",2.90234545331964,0.31612924651449,1,0.350269892036304,7.60270814285853,0.136987559059008,1,0.520848206140206,10,"MESH:D002189"
"Meningitis, Aseptic",2.90234545331964,0.31612924651449,1,0.350269892036304,7.60270814285853,0.136987559059008,1,0.520848206140206,21,"MESH:D008582"
"Mouth Diseases",2.90234545331964,0.31612924651449,1,0.350269892036304,0,1,0,NA,12,"MESH:D009059"
"Narcolepsy",2.90234545331964,0.31612924651449,1,0.350269892036304,0,1,0,NA,18,"MESH:D009290"
"Radiation Injuries, Experimental",2.90234545331964,0.31612924651449,1,0.350269892036304,0,1,0,NA,10,"MESH:D011833"
"Spondylitis, Ankylosing",2.90234545331964,0.31612924651449,1,0.350269892036304,0,1,0,NA,20,"MESH:D013167"
"Thrombophilia",2.90234545331964,0.31612924651449,1,0.350269892036304,0,1,0,NA,17,"MESH:D019851"
"Tooth Abnormalities",2.90234545331964,0.31612924651449,1,0.350269892036304,0,1,0,NA,10,"MESH:D014071"
"Hyperlipoproteinemias",1.63204372396612,0.32021809156012,4,0.354432265243411,1.01017759878294,1,1,1,76,"MESH:D006951"
"Osteolysis",1.78689301796465,0.323081762333717,2,0.357231337212514,0,1,0,NA,32,"MESH:D010014"
"Taste Disorders",1.57648245158215,0.332314899477949,4,0.367060039071399,1.99578070911032,0.272617877707057,2,0.642321894198678,79,"MESH:D013651"
"Pulmonary Disease, Chronic Obstructive",1.55009042125956,0.338649047986019,4,0.37366963205903,1.96345327293713,0.278649363952465,2,0.648805109318438,89,"MESH:D029424"
"Intracranial Embolism and Thrombosis",2.57953545485673,0.344411823468867,1,0.377684908161646,0,1,0,NA,14,"MESH:D002542"
"Meningioma",2.57953545485673,0.344411823468867,1,0.377684908161646,0,1,0,NA,11,"MESH:D008579"
"Methylmalonic acidemia",2.57953545485673,0.344411823468867,1,0.377684908161646,0,1,0,NA,10,"MESH:C537358"
"Neuroendocrine Tumors",2.57953545485673,0.344411823468867,1,0.377684908161646,0,1,0,NA,10,"MESH:D018358"
"Optic Atrophy",2.57953545485673,0.344411823468867,1,0.377684908161646,6.75698551670814,0.151004718768062,1,0.533679070176013,13,"MESH:D009896"
"Shock, Hemorrhagic",2.57953545485673,0.344411823468867,1,0.377684908161646,0,1,0,NA,15,"MESH:D012771"
"Eyelid Diseases",1.65901514242612,0.353612892783814,2,0.387376752156396,0,1,0,NA,36,"MESH:D005141"
"Dystocia",0.339984943897516,0.371356152704239,1,0.402864792482689,0,0.631131935050977,0,NA,97,"MESH:D004420"
"Burns",2.32147639905359,0.371526668981224,1,0.402864792482689,0,1,0,NA,15,"MESH:D002056"
"Carcinoma, Lewis Lung",2.32147639905359,0.371526668981224,1,0.402864792482689,0,1,0,NA,11,"MESH:D018827"
"Coronary Occlusion",2.32147639905359,0.371526668981224,1,0.402864792482689,0,1,0,NA,12,"MESH:D054059"
"Hepatitis C",2.32147639905359,0.371526668981224,1,0.402864792482689,0,1,0,NA,17,"MESH:D006526"
"Herpes Simplex",2.32147639905359,0.371526668981224,1,0.402864792482689,6.08108602905842,0.164795196681444,1,0.540961688292415,11,"MESH:D006561"
"Hyperhidrosis",2.32147639905359,0.371526668981224,1,0.402864792482689,0,1,0,NA,19,"MESH:D006945"
"Noonan Syndrome",2.32147639905359,0.371526668981224,1,0.402864792482689,0,1,0,NA,11,"MESH:D009634"
"Peroxisome biogenesis disorders",2.32147639905359,0.371526668981224,1,0.402864792482689,0,1,0,NA,11,"MESH:C536664"
"Polyarteritis Nodosa",2.32147639905359,0.371526668981224,1,0.402864792482689,6.08108602905842,0.164795196681444,1,0.540961688292415,16,"MESH:D010488"
"Adenocarcinoma Of Esophagus",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,14,"MESH:C562730"
"Adenomatous Polyposis Coli",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,14,"MESH:D011125"
"Arrest of spermatogenesis",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,12,"MESH:C536875"
"Fasciculation",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,15,"MESH:D005207"
"Female Urogenital Diseases",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,18,"MESH:D052776"
"Hyperaldosteronism",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,18,"MESH:D006929"
"Malformations of Cortical Development",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,12,"MESH:D054220"
"Metabolism, Inborn Errors",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,18,"MESH:D008661"
"Neoplasm Recurrence, Local",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,16,"MESH:D009364"
"Oral Submucous Fibrosis",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,15,"MESH:D009914"
"Renal Artery Obstruction",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,13,"MESH:D012078"
"Rheumatic Diseases",2.11031000680791,0.397521916249643,1,0.425859321926074,0,1,0,NA,17,"MESH:D012216"
"Salivary Gland Neoplasms",0,0.405099846566928,0,NA,1.68648824857071,0.454627760258511,1,0.791259039694317,45,"MESH:D012468"
"Adrenal Insufficiency",1.93447232013459,0.422443717753094,1,0.450747446842551,5.06696469340515,0.191710648124913,1,0.582884948526848,25,"MESH:D000309"
"Dermatitis, Exfoliative",1.93447232013459,0.422443717753094,1,0.450747446842551,0,1,0,NA,20,"MESH:D003873"
"Osteochondrodysplasias",1.93447232013459,0.422443717753094,1,0.450747446842551,0,1,0,NA,14,"MESH:D010009"
"Purpura, Schoenlein-Henoch",1.93447232013459,0.422443717753094,1,0.450747446842551,0,1,0,NA,22,"MESH:D011695"
"Carcinoma, Bronchogenic",1.70077981631064,0.428822843267998,3,0.457096876890064,2.90243037596212,0.159753927979543,2,0.540961688292415,51,"MESH:D002283"
"Hematoma",1.6601615325022,0.433729498953333,3,0.461865644095016,1.3790625576877,0.521734334391509,1,0.832221372037485,63,"MESH:D006406"
"Manganese Poisoning",1.62143145138906,0.438941282065473,3,0.466949499465463,0,1,0,NA,52,"MESH:D020149"
"Burkitt Lymphoma",1.58446103838806,0.444435693956466,3,0.471525604462753,2.70832112311165,0.177077753703244,2,0.565156726032805,57,"MESH:D002051"
"Precursor B-Cell Lymphoblastic Leukemia-Lymphoma",1.58446103838806,0.444435693956466,3,0.471525604462753,4.17323805832284,0.0405770775331162,3,0.327638411986473,57,"MESH:D015452"
"Adenoma, Bile Duct",1.78552917176454,0.4463363266236,1,0.471525604462753,0,1,0,NA,15,"MESH:D002759"
"Drug-Induced Liver Injury, Chronic",1.78552917176454,0.4463363266236,1,0.471525604462753,0,1,0,NA,19,"MESH:D056487"
"Menstruation Disturbances",1.78552917176454,0.4463363266236,1,0.471525604462753,4.67765555687537,0.204842746813398,1,0.596496308502395,21,"MESH:D008599"
"Scrapie",1.78552917176454,0.4463363266236,1,0.471525604462753,0,1,0,NA,14,"MESH:D012608"
"Vascular System Injuries",1.78552917176454,0.4463363266236,1,0.471525604462753,0,1,0,NA,15,"MESH:D057772"
"Melanoma, Experimental",1.54913325368264,0.450191113751578,3,0.475127515700231,0,1,0,NA,54,"MESH:D008546"
"Bronchitis",1.51534576476645,0.45618678315206,3,0.480030865506162,0,1,0,NA,62,"MESH:D001991"
"Cardiotoxicity",1.51534576476645,0.45618678315206,3,0.480030865506162,1.26380128412886,0.552137274807084,1,0.847156820529608,58,"MESH:D066126"
"Vaginal Neoplasms",1.51534576476645,0.45618678315206,3,0.480030865506162,3.99144019584968,0.0450429658481822,3,0.345919460794934,62,"MESH:D014625"
"Skin Abnormalities",1.45199721598665,0.468820052320671,3,0.492796653921998,0,1,0,NA,57,"MESH:D012868"
"Leukoencephalopathy, Progressive Multifocal",1.65787272009966,0.469242174681115,1,0.492796653921998,0,1,0,NA,15,"MESH:D007968"
"Spinal Cord Injuries",1.42226290399286,0.475420298247742,3,0.498793960895124,1.18920636371638,0.573669614908251,1,0.86416169677436,65,"MESH:D013119"
"Abducens Nerve Diseases",1.54722884780852,0.49120194726768,1,0.51333249533263,4.05314477001239,0.230473076691741,1,0.626977744816018,18,"MESH:D020434"
"Disorders of Environmental Origin",1.54722884780852,0.49120194726768,1,0.51333249533263,0,1,0,NA,24,"MESH:D007280"
"Dysphonia",1.54722884780852,0.49120194726768,1,0.51333249533263,8.72209393550676,0.0271025036396046,2,0.286346777230667,19,"MESH:D055154"
"Ileus",1.54722884780852,0.49120194726768,1,0.51333249533263,4.05314477001239,0.230473076691741,1,0.626977744816018,19,"MESH:D045823"
"Diabetic Cardiomyopathies",1.33993270096569,0.496148008052006,3,0.517994055373278,0,1,0,NA,66,"MESH:D058065"
"Carcinoma, Pancreatic Ductal",1.45042990855235,0.512254655011909,1,0.533765348532917,0,1,0,NA,20,"MESH:D021441"
"Intraoperative Complications",1.45042990855235,0.512254655011909,1,0.533765348532917,0,1,0,NA,22,"MESH:D007431"
"Bile Duct Diseases",1.36502300207246,0.532437702649596,1,0.552637187477743,3.57565801124299,0.255280785657283,1,0.637659384913538,26,"MESH:D001649"
"Gallbladder Diseases",1.36502300207246,0.532437702649596,1,0.552637187477743,0,1,0,NA,28,"MESH:D005705"
"Genetic Predisposition to Disease",1.36502300207246,0.532437702649596,1,0.552637187477743,3.57565801124299,0.255280785657283,1,0.637659384913538,24,"MESH:D020022"
"Osteomalacia",1.36502300207246,0.532437702649596,1,0.552637187477743,0,1,0,NA,29,"MESH:D010018"
"Nephrosis",1.36693129506118,0.542898950597973,4,0.562947697072922,0.852994038193118,1,1,1,87,"MESH:D009401"
"Carcinoma, Ehrlich Tumor",1.28911092042854,0.551786955020798,1,0.5710540067965,0,1,0,NA,26,"MESH:D002286"
"Photosensitivity Disorders",1.28911092042854,0.551786955020798,1,0.5710540067965,3.37700749600228,0.267384405737178,1,0.640947546506221,26,"MESH:D010787"
"Enterocolitis, Necrotizing",1.22117763420183,0.570336800359333,1,0.589679618200977,0,1,0,NA,26,"MESH:D020345"
"Anus Neoplasms",1.16003756367431,0.588120210985349,1,0.606420727527001,3.03889591608645,0.291007213550083,1,0.662983376324845,26,"MESH:D001005"
"Huntington Disease",1.16003756367431,0.588120210985349,1,0.606420727527001,0,1,0,NA,21,"MESH:D006816"
"Carcinoma, Adenoid Cystic",0.537843011825653,0.588233789119444,2,0.606420727527001,1.41305836374546,0.655405775575206,2,0.918556408205986,100,"MESH:D003528"
"Nephrosclerosis",1.10471902414796,0.605168801507439,1,0.623277134371078,0,1,0,NA,29,"MESH:D009400"
"Sinus Arrest, Cardiac",1.05445694651475,0.621512884636329,1,0.639493006660524,5.81271238220671,0.0530768226051492,2,0.365787769120487,32,"MESH:D054138"
"Porphyria, Acute Intermittent",1.45121220326428,0.650744018268447,2,0.668924727834713,0,1,0,NA,42,"MESH:D017118"
"Hyperuricemia",1.40713807487969,0.655341526247912,2,0.673002318100599,1.78592767351247,0.436435236288826,1,0.791259039694317,48,"MESH:D033461"
"Influenza, Human",1.36565689254301,0.660157215153057,2,0.676645291612211,5.5691445721993,0.0203257795413371,3,0.275564257060423,52,"MESH:D007251"
"Magnesium Deficiency",1.36565689254301,0.660157215153057,2,0.676645291612211,1.73479846980157,0.445605788357822,1,0.791259039694317,45,"MESH:D008275"
"Bacterial Infections",1.2896128745158,0.670341412459372,2,0.686424459783254,1.64078733201421,0.463503548788865,1,0.791978171174362,51,"MESH:D001424"
"Neoplasms, Hormone-Dependent",1.16031542031024,0.692302159476138,2,0.708232410509146,3.04795951702036,0.148392453570474,2,0.533679070176013,51,"MESH:D009376"
"Liver Cirrhosis, Biliary",1.13193293356047,0.698012586163728,2,0.712707587977702,1.44492920991017,0.505770968396017,1,0.818537359811166,61,"MESH:D008105"
"Teratoma",1.13193293356047,0.698012586163728,2,0.712707587977702,2.97341954433798,0.154052568170988,2,0.537558961508045,54,"MESH:D013724"
"Immunologic Deficiency Syndromes",1.07910473933499,0.709584811728156,2,0.723139440414463,1.3790625576877,0.521734334391509,1,0.832221372037485,65,"MESH:D007153"
"Infection",1.07910473933499,0.709584811728156,2,0.723139440414463,2.83474367506686,0.165493720843992,2,0.540961688292415,53,"MESH:D007239"
"Hypertension, Renal",1.05455131865271,0.715419041287542,2,0.728389424669663,1.3483421494406,0.529522448171507,1,0.835715772209612,58,"MESH:D006977"
"Male Urogenital Diseases",0.4451254295819,0.726065135745169,1,0.738523832068727,0,1,0,NA,71,"MESH:D052801"
"Hypoalbuminemia",1.16059424327923,0.745510858591214,3,0.757581034396976,3.05710402867631,0.0825703565881041,3,0.42151657344668,75,"MESH:D034141"
"Hypophosphatemia",1.08772087865832,0.756698021400548,3,0.768217686807216,2.86524409361697,0.0951412189416247,3,0.447055614004111,79,"MESH:D017674"
"Endomyocardial Fibrosis",1.05474105182504,0.79243275073332,4,0.803731696798909,0.664559012646717,1,1,1,104,"MESH:D004719"
"Behcet Syndrome",0,1,0,NA,6.08108602905842,0.164795196681444,1,0.540961688292415,20,"MESH:D001528"
"Bone Diseases, Developmental",0.828122045257381,1,1,1,0,1,0,NA,34,"MESH:D001848"
"Cachexia",0.702390642433764,1,1,1,0,1,0,NA,46,"MESH:D002100"
"Carotid Artery Diseases",0,1,0,NA,6.08108602905842,0.164795196681444,1,0.540961688292415,11,"MESH:D002340"
"CYSTIC FIBROSIS, MODIFIER OF, 1",0,1,0,NA,Inf,0.0162316767965728,1,0.244065394741195,4,"OMIM:603855"
"Desmoplastic Small Round Cell Tumor",0,1,0,NA,12.1590276084369,0.0935385926728825,1,0.444315564711129,8,"MESH:D058405"
"Enuresis",0.828122045257381,1,1,1,2.16958120331733,0.37815250957997,1,0.732393736352775,39,"MESH:D004775"
"Hypertrophy, Right Ventricular",0.579172133762555,1,1,1,0,1,0,NA,49,"MESH:D017380"
"Intestinal Obstruction",0,1,0,NA,Inf,0.0162316767965728,1,0.244065394741195,3,"MESH:D007415"
"Jaw Abnormalities",0,1,0,NA,12.1590276084369,0.0935385926728825,1,0.444315564711129,8,"MESH:D007569"
"Leber Congenital Amaurosis",0,1,0,NA,12.1590276084369,0.0935385926728825,1,0.444315564711129,8,"MESH:D057130"
"Lupus Erythematosus, Cutaneous",0,1,0,NA,Inf,0.0162316767965728,1,0.244065394741195,2,"MESH:D008178"
"Macular Degeneration, Age-Related, 1",0,1,0,NA,12.1590276084369,0.0935385926728825,1,0.444315564711129,9,"MESH:C566411"
"Optic Neuritis",0,1,0,NA,6.08108602905842,0.164795196681444,1,0.540961688292415,16,"MESH:D009902"
"Pemphigoid, Bullous",0,1,0,NA,Inf,0.0162316767965728,1,0.244065394741195,2,"MESH:D010391"
"Prostatic Intraepithelial Neoplasia",0.724393788620363,1,1,1,0,1,0,NA,40,"MESH:D019048"
"Rosacea",0,1,0,NA,12.1590276084369,0.0935385926728825,1,0.444315564711129,13,"MESH:D012393"
"Sjogren's Syndrome",0,1,0,NA,6.08108602905842,0.164795196681444,1,0.540961688292415,12,"MESH:D012859"
"Translocation, Genetic",0,1,0,NA,Inf,0.0162316767965728,1,0.244065394741195,2,"MESH:D014178"
"Trigeminal Neuralgia",0,1,0,NA,Inf,0.0162316767965728,1,0.244065394741195,2,"MESH:D014277"
"Acidosis, Renal Tubular",0,1,0,NA,8.68792938470968,0.122740008215847,1,0.502504885121315,11,"MESH:D000141"
"Acidosis, Respiratory",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:D000142"
"Alkalosis",0.858856016995109,1,1,1,2.25001686666121,0.367871418514754,1,0.719436795228979,33,"MESH:D000471"
"Arthritis, Gouty",0,1,0,NA,7.60270814285853,0.136987559059008,1,0.520848206140206,15,"MESH:D015210"
"Brain Diseases, Metabolic",0,1,0,NA,7.60270814285853,0.136987559059008,1,0.520848206140206,13,"MESH:D001928"
"Carcinoma, Basal Cell",0,1,0,NA,6.75698551670814,0.151004718768062,1,0.533679070176013,23,"MESH:D002280"
"Cardiac Tamponade",0.681681749896242,1,1,1,1.78592767351247,0.436435236288826,1,0.791259039694317,45,"MESH:D002305"
"Ceroid Lipofuscinosis, Neuronal, 6",0,1,0,NA,5.06696469340515,0.191710648124913,1,0.582884948526848,14,"MESH:C566627"
"Churg-Strauss Syndrome",0,1,0,NA,8.68792938470968,0.122740008215847,1,0.502504885121315,17,"MESH:D015267"
"Ciliary Motility Disorders",0,1,0,NA,30.3908973621374,0.0479122751392113,1,0.345919460794934,3,"MESH:D002925"
"Coxsackievirus Infections",0,1,0,NA,20.2538857229488,0.0633695712015214,1,0.382530185282177,4,"MESH:D003384"
"Cri-du-Chat Syndrome",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:D003410"
"Diabetes Insipidus, Nephrogenic",0.526363823033725,1,1,1,1.3790625576877,0.521734334391509,1,0.832221372037485,70,"MESH:D018500"
"Enchondromatosis",0,1,0,NA,20.2538857229488,0.0633695712015214,1,0.382530185282177,4,"MESH:D004687"
"Endocarditis",0,1,0,NA,10.1364141484106,0.108258296475974,1,0.481464607375095,12,"MESH:D004696"
"Endocarditis, Bacterial",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,3,"MESH:D004697"
"Epilepsy, Complex Partial",0,1,0,NA,3.19904994194449,0.279292163140706,1,0.648805109318438,31,"MESH:D017029"
"Erythema Multiforme",0,1,0,NA,4.67765555687537,0.204842746813398,1,0.596496308502395,21,"MESH:D004892"
"Erythema Nodosum",0,1,0,NA,30.3908973621374,0.0479122751392113,1,0.345919460794934,8,"MESH:D004893"
"Erythromelalgia",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:D004916"
"Escherichia coli Infections",0,1,0,NA,30.3908973621374,0.0479122751392113,1,0.345919460794934,3,"MESH:D004927"
"Eye Diseases, Hereditary",0,1,0,NA,15.2059832552264,0.0785770032405336,1,0.408699255848561,6,"MESH:D015785"
"Fanconi Anemia",0,1,0,NA,4.34279992602689,0.21776241587599,1,0.618707498348413,15,"MESH:D005199"
"Fecal Incontinence",0,1,0,NA,121.503515625513,0.000778534180336901,2,0.0919782524483739,3,"MESH:D005242"
"Gait Ataxia",0,1,0,NA,8.68792938470968,0.122740008215847,1,0.502504885121315,13,"MESH:D020234"
"Graft vs Host Disease",0.79915921720515,1,2,1,3.21869038147621,0.0736524401302747,3,0.406289120112908,83,"MESH:D006086"
"Hearing Loss, Sudden",0,1,0,NA,30.3908973621374,0.0479122751392113,1,0.345919460794934,6,"MESH:D003639"
"Hereditary Breast and Ovarian Cancer Syndrome",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:D061325"
"Hernia, Diaphragmatic",0.747816428880734,1,1,1,0,1,0,NA,42,"MESH:D006548"
"Hirschsprung Disease",0,1,0,NA,10.1364141484106,0.108258296475974,1,0.481464607375095,14,"MESH:D006627"
"Histiocytic Disorders, Malignant",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,4,"MESH:D015620"
"Hoarseness",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:D006685"
"Holoprosencephaly",0,1,0,NA,15.2059832552264,0.0785770032405336,1,0.408699255848561,9,"MESH:D016142"
"Hyperparathyroidism",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,4,"MESH:D006961"
"Hypoproteinemia",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:D007019"
"Idiopathic Pulmonary Fibrosis",0,1,0,NA,17.4463659683334,0.00875960147047324,2,0.233683561809076,13,"MESH:D054990"
"Joubert syndrome 1",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:C536293"
"Keloid",1.00851499463048,1,1,1,0,1,0,NA,34,"MESH:D007627"
"Kidney Calculi",0.858856016995109,1,1,1,0,1,0,NA,38,"MESH:D007669"
"Kidney Cortex Necrosis",0,1,0,NA,3.19904994194449,0.279292163140706,1,0.648805109318438,24,"MESH:D007673"
"Labor Pain",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:D048949"
"Leber Congenital Amaurosis 3",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:C565814"
"Leukemia, Myelomonocytic, Chronic",0,1,0,NA,6.75698551670814,0.151004718768062,1,0.533679070176013,12,"MESH:D015477"
"Lung Diseases, Obstructive",0,1,0,NA,5.52873956314873,0.178362642677826,1,0.565156726032805,23,"MESH:D008173"
"Lymphoproliferative Disorders",0,1,0,NA,24.4142227285882,0.00522036985440946,2,0.185619349518824,10,"MESH:D008232"
"Melanosis",0.79915921720515,1,2,1,1.02738051958272,0.626181707549739,1,0.900985442643987,69,"MESH:D008548"
"Morphine Dependence",0,1,0,NA,5.06696469340515,0.191710648124913,1,0.582884948526848,15,"MESH:D009021"
"Mutism",0,1,0,NA,20.2538857229488,0.0633695712015214,1,0.382530185282177,7,"MESH:D009155"
"Myoclonic Epilepsies, Progressive",0,1,0,NA,5.52873956314873,0.178362642677826,1,0.565156726032805,12,"MESH:D020191"
"Neoplasms, Germ Cell and Embryonal",0,1,0,NA,6.75698551670814,0.151004718768062,1,0.533679070176013,16,"MESH:D009373"
"Neoplasms, Squamous Cell",0,1,0,NA,30.3908973621374,0.0479122751392113,1,0.345919460794934,3,"MESH:D018307"
"Neuroectodermal Tumors, Primitive, Peripheral",0,1,0,NA,24.4142227285882,0.00522036985440946,2,0.185619349518824,8,"MESH:D018241"
"Osteomyelitis",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,6,"MESH:D010019"
"Pheochromocytoma",0,1,0,NA,4.05314477001239,0.230473076691741,1,0.626977744816018,18,"MESH:D010673"
"Polydactyly",0,1,0,NA,8.68792938470968,0.122740008215847,1,0.502504885121315,8,"MESH:D017689"
"POLYDACTYLY, PREAXIAL II",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"OMIM:174500"
"Polymyositis",0,1,0,NA,4.05314477001239,0.230473076691741,1,0.626977744816018,21,"MESH:D017285"
"Porphyria, South African type",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:C538659"
"Porphyrias, Hepatic",0,1,0,NA,40.6877256961043,0.00253984304553062,2,0.148653233347294,7,"MESH:D017094"
"Pseudolymphoma",0.643715334142117,1,1,1,1.68648824857071,0.454627760258511,1,0.791259039694317,50,"MESH:D019310"
"Retinitis Pigmentosa",0,1,0,NA,3.19904994194449,0.279292163140706,1,0.648805109318438,32,"MESH:D012174"
"Rickets",0,1,0,NA,20.2538857229488,0.0633695712015214,1,0.382530185282177,6,"MESH:D012279"
"Somatosensory Disorders",0,1,0,NA,7.60270814285853,0.136987559059008,1,0.520848206140206,13,"MESH:D020886"
"Sphincter of Oddi Dysfunction",0,1,0,NA,60.7221027041557,0.0322010281529045,1,0.286346777230667,2,"MESH:D046628"
"Staphylococcal Infections",0,1,0,NA,5.06696469340515,0.191710648124913,1,0.582884948526848,19,"MESH:D013203"
"Streptococcal Infections",0,1,0,NA,15.2059832552264,0.0785770032405336,1,0.408699255848561,5,"MESH:D013290"
"Thrombotic Microangiopathies",0,1,0,NA,15.2059832552264,0.0785770032405336,1,0.408699255848561,9,"MESH:D057049"
"Tongue Neoplasms",0.891953940038717,1,1,1,0,1,0,NA,35,"MESH:D014062"
"WAARDENBURG SYNDROME, TYPE 4A",0,1,0,NA,30.3908973621374,0.0479122751392113,1,0.345919460794934,3,"OMIM:277580"
