"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000070461.3",3352,"ENSMUSG00000070461.3","ENSMUSG00000070461","sense_overlapping","",NA,2.43171328170624,0.0182499472564667,3.00286200749746,0.0589892422767045,0.953544045693922,0.987593069193627,-6.38024909572043
"ENSMUSG00000016356.17",4193,"ENSMUSG00000016356.17","ENSMUSG00000016356","protein_coding","Col20a1",73368,0.229154107551643,-0.230174752981457,0.116728210410421,-0.372405892820489,0.713493901126068,0.926691892042299,-5.60270327145645
"ENSMUSG00000027577.14",5022,"ENSMUSG00000027577.14","ENSMUSG00000027577","protein_coding","Chrna4",11438,7.6670384621785,0.41729618815271,5.2328362521421,2.2322077673705,0.0371550537651827,0.229065411711382,-4.72852115759857
"ENSMUSG00000016346.17",16273,"ENSMUSG00000016346.17","ENSMUSG00000016346","protein_coding","Kcnq2",16536,39.6618623562812,0.248274430716722,9.33038850990197,3.69347613354319,0.00143206909620732,0.0243423583737817,-2.50455008145155
"ENSMUSG00000016349.10",2084,"ENSMUSG00000016349.10","ENSMUSG00000016349","protein_coding","Eef1a2",13628,356.338393106821,0.0483522702209763,9.53662283157736,0.932465586529555,0.362177997688617,0.734597095628666,-7.55765499684118
"ENSMUSG00000016344.14",1336,"ENSMUSG00000016344.14","ENSMUSG00000016344","protein_coding","Ppdpf",66496,8.45096711139023,0.123045049788795,3.50877934018447,0.541887720841052,0.593861236280027,0.87202464686484,-6.37817048243824
"ENSMUSG00000038705.13",4988,"ENSMUSG00000038705.13","ENSMUSG00000038705","protein_coding","Gmeb2",229004,3.23870412425816,0.0886561354558603,4.01720108976232,0.428490332217921,0.672857449020205,0.911502760066788,-6.59416767271948
"ENSMUSG00000084033.3",788,"ENSMUSG00000084033.3","ENSMUSG00000084033","processed_pseudogene","Gm7645",NA,0.135999953141856,0.0294102087576333,-1.62210875241531,0.0388312028708551,0.969408611583358,0.991950064952014,-5.5118953459793
"ENSMUSG00000027581.12",1136,"ENSMUSG00000027581.12","ENSMUSG00000027581","protein_coding","Stmn3",20262,261.303936314131,0.141798996641899,8.20894584652831,1.68260556551394,0.107943986826755,0.420087280565986,-6.32094602998824
"ENSMUSG00000038685.18",6616,"ENSMUSG00000038685.18","ENSMUSG00000038685","protein_coding","Rtel1",269400,0.471744601567306,-0.264317617889777,1.61057607370739,-0.561179551733837,0.580887137988846,0.866452915775986,-5.81087189366167
"ENSMUSG00000038671.15",4320,"ENSMUSG00000038671.15","ENSMUSG00000038671","protein_coding","Arfrp1",76688,1.56960222811544,0.488447108829603,2.78845925096754,1.82981274952055,0.0821720232223208,0.36339415846617,-4.7472976820223
"ENSMUSG00000027582.16",5624,"ENSMUSG00000027582.16","ENSMUSG00000027582","protein_coding","Zgpat",229007,1.4954592035133,0.119055080846857,3.10706709924646,0.512998831403261,0.613552301719829,0.884645294548896,-6.26498911364362
"ENSMUSG00000027583.13",8508,"ENSMUSG00000027583.13","ENSMUSG00000027583","protein_coding","Zbtb46",72147,1.32766734560459,0.387570416935906,3.49691995718449,1.67531231341419,0.109383257697259,0.42245583349897,-5.1842018386534
"ENSMUSG00000000827.18",4982,"ENSMUSG00000000827.18","ENSMUSG00000000827","protein_coding","Tpd52l2",66314,5.26879355324569,-0.124016240759875,4.7144576808303,-0.776110404664353,0.446733422585335,0.791995167214565,-6.57137083816376
"ENSMUSG00000000826.16",6953,"ENSMUSG00000000826.16","ENSMUSG00000000826","protein_coding","Dnajc5",13002,59.4964565886065,-0.0370101108352616,8.69208828751051,-0.629051983625848,0.536409502298948,0.843269286996218,-7.60331437322271
"ENSMUSG00000089917.7",4629,"ENSMUSG00000089917.7","ENSMUSG00000089917","protein_coding","Uckl1",68556,1.3222054236497,-0.584223109212655,2.6123281794649,-1.5895657278201,0.127561137002748,0.458831638407334,-5.04052885863888
"ENSMUSG00000000823.16",6810,"ENSMUSG00000000823.16","ENSMUSG00000000823","protein_coding","Zfp512b",269401,6.5266230359283,-0.276366289477932,5.47085495758137,-2.24113996619419,0.0364801483132631,0.226683078321847,-4.73417591566511
"ENSMUSG00000002455.14",3859,"ENSMUSG00000002455.14","ENSMUSG00000002455","protein_coding","Prpf6",68879,16.7579573835745,0.076959942883049,6.0147900174821,0.658519995473502,0.517687403789612,0.832412068580692,-6.99281317045046
"ENSMUSG00000038605.11",2448,"ENSMUSG00000038605.11","ENSMUSG00000038605","protein_coding","Samd10",229011,2.70429320946603,-0.47147419737061,2.7460553420847,-1.61802185493702,0.121265952188454,0.447550067353075,-5.03000036935174
"ENSMUSG00000108976.1",755,"ENSMUSG00000108976.1","ENSMUSG00000108976","protein_coding","Gm29797",101056205,0.142128343796391,0.108052611176365,-1.62210875241531,0.144918234648575,0.886220786517151,0.968215135805495,-5.5058069555495
"ENSMUSG00000046470.5",1620,"ENSMUSG00000046470.5","ENSMUSG00000046470","protein_coding","Sox18",20672,1.24328737098868,-0.181426243152433,1.00674040866338,-0.367830015476099,0.716850385184802,0.927610333461557,-5.76732219447144
"ENSMUSG00000059540.15",2704,"ENSMUSG00000059540.15","ENSMUSG00000059540","protein_coding","Tcea2",21400,3.34209372004024,0.124780603057947,3.21007579116198,0.586937996067658,0.563789736735582,0.857716551874329,-6.27694396245037
"ENSMUSG00000002458.13",2230,"ENSMUSG00000002458.13","ENSMUSG00000002458","protein_coding","Rgs19",56470,6.68254250676346,0.75496128414077,3.89104292788237,3.86122928290011,0.000967823801269027,0.0184462734868111,-0.93719523629702
"ENSMUSG00000027584.16",3753,"ENSMUSG00000027584.16","ENSMUSG00000027584","protein_coding","Oprl1",18389,17.5736495854011,0.103351089901237,6.04136819541314,0.897630148155564,0.380024279549614,0.745579179681855,-6.81585954440308
"ENSMUSG00000082786.1",901,"ENSMUSG00000082786.1","ENSMUSG00000082786","processed_pseudogene","Gm14489",NA,0.513933260159512,-0.328317776632807,-0.777466311906615,-0.411441705920472,0.685108881072533,0.917708353344711,-5.49211751625339
"ENSMUSG00000010505.15",6905,"ENSMUSG00000010505.15","ENSMUSG00000010505","protein_coding","Myt1",17932,1.81371145341208,-0.0604670823764753,3.66228502618486,-0.294547811895727,0.771364136623621,0.944301421227799,-6.52075743564941
"ENSMUSG00000027589.14",4183,"ENSMUSG00000027589.14","ENSMUSG00000027589","protein_coding","Pcmtd2",245867,17.8719990139799,-0.0183903786520996,6.22613901092552,-0.176872533598235,0.861381118905702,0.962454767460331,-7.24931543030501
"ENSMUSG00000038628.8",3124,"ENSMUSG00000038628.8","ENSMUSG00000038628","protein_coding","Polr3k",67005,10.508671046568,0.0458370507577142,5.04083251334254,0.325582809417236,0.748109798877601,0.938258100882039,-6.91214649813357
"ENSMUSG00000091223.2",1327,"ENSMUSG00000091223.2","ENSMUSG00000091223","processed_pseudogene","Gm8775",NA,0.288169033930938,-0.773788460792088,-0.900293910934316,-1.13790929078694,0.268559814859517,0.645201938172639,-4.99930795776761
"ENSMUSG00000094830.1",119,"ENSMUSG00000094830.1","ENSMUSG00000094830","rRNA","n-R5s194",NA,1.82926235086817,-1.40880646921528,-1.38816250891051,-1.79911803383175,0.0870546973637665,0.374501758855103,-4.21115316426941
"ENSMUSG00000086224.8",1138,"ENSMUSG00000086224.8","ENSMUSG00000086224","antisense","2700069I18Rik",NA,0.433204954130634,1.26341006214267,-0.696561840711575,2.0007716761887,0.0591262552836378,0.299094116433186,-3.95775025841859
"ENSMUSG00000025255.18",15737,"ENSMUSG00000025255.18","ENSMUSG00000025255","protein_coding","Zfhx4",80892,1.67720171246528,0.862456499474623,4.67173363809625,5.83330362292724,1.03151937212688e-05,0.000533451740349913,3.38805761892595
"ENSMUSG00000040374.13",2270,"ENSMUSG00000040374.13","ENSMUSG00000040374","protein_coding","Pex2",19302,3.1084613753278,-0.392271533904441,2.80877640076358,-1.18716509325684,0.249023396736322,0.624527413228028,-5.61622359648141
"ENSMUSG00000103034.1",490,"ENSMUSG00000103034.1","ENSMUSG00000103034","protein_coding","Gm8797",NA,16.3815400198797,-0.158470610610198,3.02473400077954,-0.658057918955267,0.517978147510846,0.832568933466316,-6.16479771441584
"ENSMUSG00000103733.1",2930,"ENSMUSG00000103733.1","ENSMUSG00000103733","processed_pseudogene","Gm6162",NA,0.126238834241149,1.60344084081863,-0.930508084216375,2.76063949635002,0.0120347807428949,0.112761655665271,-2.73174698124644
"ENSMUSG00000027499.12",3721,"ENSMUSG00000027499.12","ENSMUSG00000027499","protein_coding","Pkia",18767,42.4965246390657,-0.517378899211696,7.27015578776632,-5.95529863576058,7.87513101954244e-06,0.000430814525110222,3.17352394792573
"ENSMUSG00000043542.12",3508,"ENSMUSG00000043542.12","ENSMUSG00000043542","protein_coding","Zc2hc1a",67306,26.7596160051625,0.220166598662024,6.5497963221381,2.2087924894706,0.0389788787630172,0.235110913180837,-5.07154176071276
"ENSMUSG00000103921.1",2177,"ENSMUSG00000103921.1","ENSMUSG00000103921","processed_pseudogene","Gm5841",NA,0.701430532307119,-1.53700140431135,0.399078319935965,-2.26028236983652,0.0350714544713175,0.222651573061207,-3.61126084721835
"ENSMUSG00000027500.10",5602,"ENSMUSG00000027500.10","ENSMUSG00000027500","protein_coding","Stmn2",20257,68.5295787326397,0.131701936379982,8.57677866700794,1.42229912655015,0.170294875800488,0.526258047544339,-6.77866700376915
"ENSMUSG00000040289.8",3265,"ENSMUSG00000040289.8","ENSMUSG00000040289","protein_coding","Hey1",15213,10.3930951263144,-0.000578824334456823,5.09408942210638,-0.00442639871148184,0.996511956020794,0.998521129159452,-6.98574372962074
"ENSMUSG00000040269.5",783,"ENSMUSG00000040269.5","ENSMUSG00000040269","protein_coding","Mrps28",66230,4.45451258037429,-0.084239004441744,1.80799254022716,-0.208511256060056,0.836931219277036,0.958590025223775,-6.00626073903941
"ENSMUSG00000027506.15",7487,"ENSMUSG00000027506.15","ENSMUSG00000027506","protein_coding","Tpd52",21985,5.4240761062229,0.120164221486182,5.34988533139802,0.969295206124833,0.343934128079311,0.717719612760388,-6.58097836340309
"ENSMUSG00000103116.1",846,"ENSMUSG00000103116.1","ENSMUSG00000103116","lincRNA","4930539M17Rik",NA,0.120564454929197,0.619314608125666,-1.49002854402189,0.875650656286476,0.391578981667727,0.752972842724137,-5.19349662894689
"ENSMUSG00000069114.8",7414,"ENSMUSG00000069114.8","ENSMUSG00000069114","protein_coding","Zbtb10",229055,2.13114737935983,-0.100256919284029,3.96793736259233,-0.477283757511157,0.638316057099304,0.895196946293547,-6.54482309043557
"ENSMUSG00000040209.12",15255,"ENSMUSG00000040209.12","ENSMUSG00000040209","protein_coding","Zfp704",170753,7.92577844504866,0.203075752944805,6.91609286844134,2.27638498259306,0.0339253143649238,0.219091128783388,-5.0129362624815
"ENSMUSG00000027508.15",9580,"ENSMUSG00000027508.15","ENSMUSG00000027508","protein_coding","Pag1",94212,3.0885254317836,-0.384838675027897,4.86262120699725,-1.97338440756974,0.0623801425568946,0.308299069304799,-5.06483023811224
"ENSMUSG00000027533.10",3567,"ENSMUSG00000027533.10","ENSMUSG00000027533","protein_coding","Fabp5",16592,8.82539519576109,-0.36231956527649,4.96295640148281,-2.01048995281679,0.0580085561491839,0.295722179342655,-5.02122768398598
"ENSMUSG00000049230.8",1830,"ENSMUSG00000049230.8","ENSMUSG00000049230","protein_coding","Gm9833",NA,6.60270271758592,0.541423467529403,3.58886226384896,2.25773284568354,0.0352561489884747,0.223168453886401,-4.24072483116794
"ENSMUSG00000103045.1",100,"ENSMUSG00000103045.1","ENSMUSG00000103045","processed_pseudogene","Gm37308",NA,0.712929518647099,-0.215834527472067,-1.8156027603226,-0.291127785746151,0.773940782816552,0.944301421227799,-5.46379675963319
"ENSMUSG00000027531.16",5437,"ENSMUSG00000027531.16","ENSMUSG00000027531","protein_coding","Impa1",55980,9.5965441208242,-0.0628704864896017,5.70389617686625,-0.460296395036428,0.650251219357358,0.90085693452722,-7.03471035198192
"ENSMUSG00000039795.14",6267,"ENSMUSG00000039795.14","ENSMUSG00000039795","protein_coding","Zfand1",66361,1.32401651462673,0.203812246942262,3.07631294989405,0.849381885058173,0.405686352000753,0.762707989889833,-6.05208959639854
"ENSMUSG00000027534.16",2632,"ENSMUSG00000027534.16","ENSMUSG00000027534","protein_coding","Snx16",74718,9.4989458474893,-0.371785175672347,4.63812404870881,-2.33300181967072,0.0301636052324176,0.204005572634117,-4.34453797053224
"ENSMUSG00000102215.1",877,"ENSMUSG00000102215.1","ENSMUSG00000102215","lincRNA","Gm2464",NA,0.478882512926112,0.164736329397672,-0.696561840711575,0.244729286612709,0.809150613647529,0.952255939221857,-5.54904952185717
"ENSMUSG00000039717.16",3672,"ENSMUSG00000039717.16","ENSMUSG00000039717","protein_coding","Ralyl",76897,16.668902686158,0.368720640254796,5.93509043341673,3.4262410815291,0.00266401205757126,0.0384954261215062,-2.39290368401897
"ENSMUSG00000097338.1",2551,"ENSMUSG00000097338.1","ENSMUSG00000097338","lincRNA","Gm2464",NA,0.383972899105973,1.73743965155634,-0.0463988610598874,3.55291467867656,0.00198631153101632,0.0308985087590677,-1.24656697302512
"ENSMUSG00000104514.1",637,"ENSMUSG00000104514.1","ENSMUSG00000104514","processed_pseudogene","Gm37164",NA,0.106686390996777,-0.793099990880772,-1.68352255192917,-1.22066806231539,0.236358689837039,0.610113882516484,-4.87584917043296
"ENSMUSG00000027550.14",7475,"ENSMUSG00000027550.14","ENSMUSG00000027550","protein_coding","Lrrcc1",71710,3.27456607060749,-0.198019003815492,4.60897338065672,-1.23401529200646,0.231451859140246,0.605036789499081,-6.09206186607085
"ENSMUSG00000027552.14",1782,"ENSMUSG00000027552.14","ENSMUSG00000027552","protein_coding","E2f5",13559,1.91452955433352,-0.15381761809761,1.7947801634214,-0.369638517399873,0.715523110059412,0.926691892042299,-5.94254002167598
"ENSMUSG00000078784.8",1753,"ENSMUSG00000078784.8","ENSMUSG00000078784","protein_coding","1810022K09Rik",69126,8.00102455218947,-0.261792013786374,3.77514378538057,-1.03299986072394,0.31389110557102,0.690228046532229,-6.04132532423736
"ENSMUSG00000027555.8",2299,"ENSMUSG00000027555.8","ENSMUSG00000027555","protein_coding","Car13",71934,0.171349383406328,-0.327440945150271,-1.03237411932775,-0.395712395990484,0.696491934884088,0.922501285838432,-5.46352417921094
"ENSMUSG00000027562.12",2422,"ENSMUSG00000027562.12","ENSMUSG00000027562","protein_coding","Car2",12349,6.45655556941315,-0.806461980695481,3.92833606368917,-4.17336396237041,0.000465988935795401,0.0105026737067733,-0.197056026946957
"ENSMUSG00000047213.14",5363,"ENSMUSG00000047213.14","ENSMUSG00000047213","protein_coding","Ythdf3",229096,22.5397801567744,0.0260615147065847,6.91908111206843,0.302102375614671,0.765682182929417,0.943768487845425,-7.37926758647587
"ENSMUSG00000104411.1",2198,"ENSMUSG00000104411.1","ENSMUSG00000104411","lincRNA","Gm30340",NA,0.237526732424891,1.70546175352391,-0.737014076309095,2.48064992889161,0.0220932858777145,0.167015927778543,-3.20730022882195
"ENSMUSG00000100252.6",6013,"ENSMUSG00000100252.6","ENSMUSG00000100252","lincRNA","Mir124-2hg",70441,2.19634249441335,0.674096020942917,3.64970705844651,2.36955412061963,0.0279437881445873,0.195092051363403,-4.02219180807952
"ENSMUSG00000093073.1",109,"ENSMUSG00000093073.1","ENSMUSG00000093073","miRNA","Mir124a-2",NA,0.180340423466856,0.165376006490827,-1.8156027603226,0.244559184000931,0.809280516965947,0.952255939221857,-5.47697140546065
"ENSMUSG00000087893.1",127,"ENSMUSG00000087893.1","ENSMUSG00000087893","snRNA","Gm23441",NA,0.910499601697534,-0.523517747992385,-1.55144234353574,-0.775151333822193,0.447287096005813,0.792238937361936,-5.25000502562923
"ENSMUSG00000082896.1",2191,"ENSMUSG00000082896.1","ENSMUSG00000082896","processed_pseudogene","Gm5844",NA,3.57173406963894,-0.416877114388111,2.84827070238761,-1.07727615545181,0.294134954604936,0.672754518348286,-5.72053115832508
"ENSMUSG00000025128.7",3344,"ENSMUSG00000025128.7","ENSMUSG00000025128","protein_coding","Bhlhe22",59058,28.9043794259892,-0.153497169297,6.59047720797636,-1.36792840337837,0.186455848151457,0.549713372004722,-6.41000691594468
"ENSMUSG00000094983.1",67,"ENSMUSG00000094983.1","ENSMUSG00000094983","miRNA","Gm23726",NA,6.26271633270891,-0.572153221455257,-0.829627502054737,-0.728969474602488,0.474441274854246,0.807727626394067,-5.32222711499663
"ENSMUSG00000039519.6",2166,"ENSMUSG00000039519.6","ENSMUSG00000039519","protein_coding","Cyp7b1",13123,8.83940323929576,-0.627134085865165,4.18186203748207,-2.55750629296988,0.0187389782259156,0.152299349596334,-3.78583089837948
"ENSMUSG00000104918.1",3980,"ENSMUSG00000104918.1","ENSMUSG00000104918","TEC","Gm42944",NA,0.217915323243775,0.147180006318528,0.0564526270012157,0.250520354174162,0.804731513654465,0.952255939221857,-5.63600501715651
"ENSMUSG00000027599.9",3673,"ENSMUSG00000027599.9","ENSMUSG00000027599","protein_coding","Armc1",74252,28.7419523314327,0.0439063182348182,6.71945975243506,0.428703518495849,0.672704830817671,0.911421770969326,-7.28361048835688
"ENSMUSG00000103135.1",712,"ENSMUSG00000103135.1","ENSMUSG00000103135","TEC","Gm37979",NA,0.467843386003513,-0.165642948347921,-1.58165651681779,-0.178944942495349,0.859774923080975,0.962454767460331,-5.50132270905815
"ENSMUSG00000027601.13",4372,"ENSMUSG00000027601.13","ENSMUSG00000027601","protein_coding","Mtfr1",67472,0.51692175105907,0.386341080361202,1.0831542302493,0.644024646488756,0.526851169677068,0.839262455787641,-5.64958020746978
"ENSMUSG00000069094.12",7748,"ENSMUSG00000069094.12","ENSMUSG00000069094","protein_coding","Pde7a",18583,2.48623631299631,0.224271862571731,4.26234338601977,1.1806219623532,0.251555395024188,0.62669521743524,-6.05348547848631
"ENSMUSG00000087108.1",392,"ENSMUSG00000087108.1","ENSMUSG00000087108","antisense","Gm16093",NA,0.109323141745201,0.0839607266949274,-1.68352255192917,0.121181911803494,0.904751926006575,0.973953291028049,-5.49711667406212
"ENSMUSG00000096211.1",164,"ENSMUSG00000096211.1","ENSMUSG00000096211","snRNA","Gm23330",NA,0.141448569550193,-0.124611504682227,-1.8156027603226,-0.173327217870714,0.864130300959423,0.962454767460331,-5.48437147902136
"ENSMUSG00000082766.1",394,"ENSMUSG00000082766.1","ENSMUSG00000082766","protein_coding","1700064H15Rik",NA,1.46405569562068,0.688727136324397,-0.574719694633606,0.857179306361411,0.401465073528973,0.760288865728117,-5.26931383076569
"ENSMUSG00000049796.4",1320,"ENSMUSG00000049796.4","ENSMUSG00000049796","protein_coding","Crh",12918,0.842695132630918,-2.06873395325469,-0.14411545570494,-3.16541663421885,0.0048498143281876,0.0586695173487608,-2.00193478866376
"ENSMUSG00000048106.5",4099,"ENSMUSG00000048106.5","ENSMUSG00000048106","lincRNA","4632415L05Rik",70808,3.54237039540985,-0.132163211365007,3.85719873490716,-0.637337794063201,0.531108373232557,0.840386065803244,-6.42325565847477
