"","OR_retro","Pval_retro","NumSig_retro","adjPval_retro","OR_syn","Pval_syn","NumSig_syn","adjPval_syn","setSize","ID","OR_retro_neuronBG","Pval_retro_neuronBG","OR_syn_neuronBG","Pval_syn_neuronBG","gsea_pvalue_projectorEnrich"
"Teratogenesis",1.68472112972193,0.0190006301155648,26,0.0532568386137714,1.25980805767564,0.321650879566449,22,0.451906194432201,422,"MESH:D064793",1.22755893897667,0.395120223462841,0.8640434559341,0.639002384232477,0.305481230613639
"Lung Diseases, Interstitial",2.52664691487659,0.0204256111309684,8,0.0570854507619839,1.35654490795835,0.426856425835498,5,0.55043432914312,99,"MESH:D017563",2.51725566260188,0.0507206808738839,1.10617519852862,0.793594623499399,0.615763768719502
"Respiratory Hypersensitivity",1.75070756276727,0.0209849663650527,22,0.058479718948144,1.1105793118098,0.681508605549106,16,0.768154769771276,463,"MESH:D012130",1.51754095415161,0.117951302443477,0.866633996742327,0.682852244823425,0.988486158692788
"Pulmonary Fibrosis",1.48904062102679,0.0210623405133382,43,0.0585266760816036,1.2315906934196,0.233507872955835,40,0.36425028873386,947,"MESH:D011658",1.26810761867251,0.209424136013594,1.0052195134499,1,0.960115685598215
"Menstruation Disturbances",6.03909081284635,0.0213462713830963,3,0.0591456860385505,0,1,0,NA,21,"MESH:D008599",11.2767863027847,0.0313835275250755,0,0.579374959996206,0.379614478507299
"Cholestasis",1.24293706963503,0.0225220881907873,162,0.0622253122299752,1.57035967277819,3.60674459815555e-07,208,4.37961844061745e-06,3829,"MESH:D002779",0.952190599257418,0.644840342186184,1.26706905116342,0.0151649510015012,0.999996334217272
"Spinal Dysraphism",2.14172915223274,0.0243160169506865,11,0.0669902803171336,1.54774889036725,0.203192947157125,9,0.326903479653419,152,"MESH:D016135",1.73040554506695,0.143570325244905,1.14991997906486,0.689381386949754,0.355403702347498
"Intellectual Disability",2.12106656341716,0.0253704224934802,11,0.0696965867931685,0.989480330005244,1,6,1,127,"MESH:D008607",2.19046585086748,0.0429108297779813,0.827535805427402,0.829104727732232,0.0296050927499069
"Diabetes Mellitus, Experimental",1.70403126943729,0.0258766028490857,23,0.0708857647452291,1.38766738222997,0.147561916022519,21,0.261036062905081,421,"MESH:D003921",1.36024267261363,0.228865410028831,1.05694499352354,0.797345831338559,0.957395279827266
"Peritonitis",2.08129400601561,0.0276626840863403,11,0.0755644505974325,0.801256707632483,0.834771920686837,5,0.896281430632183,171,"MESH:D010538",1.53614898332707,0.231335568734461,0.498783997142586,0.175731519935744,0.0603705956464011
"Osteoporosis",1.7887692404958,0.0281073270550357,19,0.0765627753865338,1.42564711306695,0.179853963175137,17,0.304735950894751,334,"MESH:D010024",1.38100810249174,0.238863178580042,1.04513349093763,0.886846673726824,0.91573254264373
"Hypospadias",1.33112112161922,0.0282530829007543,74,0.0767436268680602,1.40607297890685,0.00671113487998124,85,0.0243607031230636,1536,"MESH:D007021",1.09963653526604,0.517697807391261,1.17803068300827,0.237502738167383,0.992346029020622
"Liver Cirrhosis",1.23710416353018,0.0284227784310956,160,0.0768966303323137,1.38625579318433,0.00029537487031411,190,0.00166454346806846,3808,"MESH:D008103",0.998942167549583,1,1.14784345755163,0.175316279134974,0.999920249804282
"Hemolytic-Uremic Syndrome",1.84696001252882,0.0284684525945898,17,0.0768966303323137,1.23949609849235,0.42684148390961,13,0.55043432914312,290,"MESH:D006463",1.53146181606896,0.146945259857541,0.935952855134693,1,0.743533538434392
"Inflammation",1.25306128020552,0.0288310241813808,476,0.0776590539927443,1.83407086969385,5.58222375801973e-09,559,1.18622254857919e-07,12496,"MESH:D007249",0.990892824452772,0.954804941046206,1.56927097534845,0.000121751957301865,0.999769022067518
"Polyuria",1.42143628527503,0.029223173408399,46,0.0784966907942272,1.15020888556222,0.385170347234551,42,0.509025627552901,954,"MESH:D011141",1.09100922915031,0.59487553427277,0.844656270050984,0.390258749317905,0.879128974392646
"Phencyclidine Abuse",10.0518940768624,0.0297432275744185,2,0.0796723021176253,3.63174841005478,0.275296625296396,1,0.404614636602773,7,"MESH:D010623",7.50862854463881,0.114329917288539,1.65875727747418,0.546603114973212,0.122842315555905
"Urinary Bladder Neoplasms",1.21822348938777,0.0299498106514989,197,0.0800040522099431,1.24937456750826,0.00924146800349436,220,0.031631870347531,4711,"MESH:D001749",1.06338151517372,0.553920535770122,1.09746668326988,0.340358843336778,0.992066128274353
"Glucose Metabolism Disorders",2.75167032102595,0.0302052151167315,6,0.0802681376453107,2.97385856004997,0.0145242249861672,7,0.0468819920439575,74,"MESH:D044882",2.05383908227359,0.145791246137767,2.33465288677912,0.0866951384069942,0.482324209494704
"Intestinal Neoplasms",1.48461399164099,0.0302146867661769,37,0.0802681376453107,1.09433064606115,0.622888120756726,31,0.715479598166509,720,"MESH:D007414",1.24170975210852,0.2592859067075,0.85723018856527,0.488011149760369,0.794555859615049
"Hypokalemia",1.49414724394444,0.0315065319164958,34,0.0834707297623328,1.80803475346892,0.000634787608846015,44,0.00327011798496432,709,"MESH:D007008",0.940370932265892,0.845807497177707,1.17911558056154,0.348969148809456,0.997197346383901
"Scleroderma, Diffuse",5.03180881364995,0.031655229092745,3,0.0836355369745475,4.5505994829615,0.0403600749462274,3,0.110368033365019,23,"MESH:D045743",2.81787974008683,0.166606251217291,2.49295450823714,0.206349333383541,0.240190634165853
"Colorectal Neoplasms",1.44024005004598,0.0333296069766056,41,0.0878194276468056,1.36651065833374,0.0641859044278282,43,0.153324642895515,881,"MESH:D015179",1.18535663461834,0.385026045235493,1.11270171754569,0.575954269874786,0.705388557170838
"Diabetic Neuropathies",2.0256523805041,0.0351180727689949,12,0.0922803705641796,1.82909276516331,0.0717243988234002,12,0.169349274999695,180,"MESH:D003929",1.61792820531818,0.171914749461641,1.42881596366565,0.343961262340496,0.885626921971791
"Vascular Malformations",1.49470269461955,0.0355137378593369,32,0.0930671666937093,1.44061838058675,0.0558293883667858,34,0.137550666990632,539,"MESH:D054079",1.04505544603553,0.835557990907972,0.997671893691993,1,0.80781556886277
"Craniofacial Abnormalities",1.28145518858392,0.036142093071031,91,0.0944578486478025,1.53243781032399,0.000123456922076626,115,0.000791987802000998,1980,"MESH:D019465",0.979569301472961,0.898805142966304,1.2186941700805,0.0969091605214867,0.997216825013852
"Hypertension, Pulmonary",1.78899009820324,0.036591864810692,15,0.09537556137989,2.10819838298147,0.00424725360509584,19,0.0164679407474058,275,"MESH:D006976",1.31484911481234,0.414864418145778,1.63348029288764,0.0847573324288104,0.982846219344645
"Infertility, Male",1.19244684158931,0.0373393802477594,271,0.0970623137085574,1.26428339640604,0.00389679851783616,307,0.0151707423213469,6615,"MESH:D007248",1.02262539397395,0.817509765845897,1.09857565203068,0.304701561981432,0.999730368309079
"Bone Diseases, Metabolic",2.2749082807039,0.0381112693467645,9,0.0988032103440248,1.31430453273073,0.470073461744265,6,0.588560387896025,120,"MESH:D001851",1.88625836906148,0.150396786969468,0.947045660333933,1,0.310146870948604
"Pre-Eclampsia",1.67277148437083,0.0383837954785409,20,0.099243663710559,1.17953230432953,0.484105323774973,16,0.597082745163811,376,"MESH:D011225",1.58032149641263,0.0973328479742433,1.02086408282326,0.885476421230621,0.672352449517512
"Coronary Disease",1.74094278137182,0.0385507880351326,18,0.0994096320799286,0.918295814150281,1,11,1,350,"MESH:D003327",1.54908524819333,0.154512397435021,0.710526081888161,0.36257661955557,0.707355406700049
"Migraine without Aura",8.04279557557755,0.0403474432417407,2,0.103248313789706,3.02631362156639,0.313173507614661,1,0.443680664352244,12,"MESH:D020326",7.50862854463881,0.114329917288539,1.65875727747418,0.546603114973212,0.27752045682255
"REM Sleep Behavior Disorder",8.04279557557755,0.0403474432417407,2,0.103248313789706,0,1,0,NA,11,"MESH:D020187",3.75407534240679,0.197276307052003,0,0.579374959996206,0.12726652037253
"Melanoma",1.35839466132407,0.0403597338288614,55,0.103248313789706,1.5366836733612,0.00217636861737249,67,0.00936664974565376,1211,"MESH:D008545",1.06258338704707,0.6854684925347,1.23819657319438,0.158082157724068,0.978121381998113
"Bone Diseases, Developmental",3.35731290552663,0.0417360112203421,4,0.106207165394923,2.18221349611959,0.177997621053475,3,0.302595955790907,34,"MESH:D001848",2.5070916435957,0.233520255160309,1.42295091544144,0.706256420927764,0.573277390249752
"Hypoxia-Ischemia, Brain",3.35731290552663,0.0417360112203421,4,0.106207165394923,4.98269988536723,0.00278831004943181,6,0.0113309810773723,35,"MESH:D020925",1.3648440918534,0.535242539029909,2.22117058534778,0.129455625885761,0.930549063628118
"Diabetes Mellitus",1.27357010214439,0.042450846560457,91,0.107489275611663,1.43782808112896,0.00105928786455138,110,0.00516024372835566,2101,"MESH:D003920",1.01393035247604,0.897868561115739,1.17637668705739,0.191821233570729,0.999598488096514
"Kidney Neoplasms",1.24896073006326,0.0424621543781336,110,0.107489275611663,1.31882016336396,0.00778643144015106,126,0.0277697904508884,2530,"MESH:D007680",1.02169220669416,0.857984097011609,1.09155902026798,0.453361450843458,0.926721123758256
"Pruritus",1.27340327799014,0.0433613296162188,92,0.109197769272761,1.46794768477141,0.000568195846192401,113,0.00294192773155456,2132,"MESH:D011537",0.975613842246879,0.899234142101821,1.15926860253814,0.221032313119494,0.999816994377167
"Atrial Fibrillation",1.59133908556131,0.0433629197525754,23,0.109197769272761,1.50428984134704,0.0716024677084718,24,0.169349274999695,440,"MESH:D001281",1.18772416591382,0.52396071665419,1.1093411188654,0.711892025783545,0.755413232699433
"Glomerulosclerosis, Focal Segmental",1.67592590377782,0.0435080918103911,18,0.109278765664021,1.23671979233358,0.457792085405086,15,0.577191504466239,332,"MESH:D005923",1.38793050521852,0.228349839346738,0.955573242107679,1,0.885372977079394
"Intracranial Hypertension",1.54815049450129,0.0450963912546918,26,0.112974638195044,2.08865143043036,0.000118725947131801,37,0.000766458646040738,496,"MESH:D019586",1.09891360456574,0.642406845593907,1.60674460504798,0.0237364613227704,0.996354068918516
"Alzheimer Disease",1.44979382870506,0.0461936483965607,35,0.114051393090162,1.220466296781,0.271586989224238,33,0.404614636602773,722,"MESH:D000544",1.25181225543159,0.288941916660304,1.01397279652305,0.918756103910433,0.936861552342257
"Blast Crisis",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:D001752",Inf,0.210655450403083,0,1,0.0424428005210942
"Brachydactyly type A2",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:C537089",Inf,0.210655450403083,0,1,0.0518479311953674
"Charcot-Marie-Tooth disease, Type 4E",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:C535301",Inf,0.210655450403083,0,1,0.0557369495695042
"Chondrosarcoma",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:D002813",Inf,0.210655450403083,0,1,0.0561381882003317
"Creutzfeldt-Jakob Syndrome",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:D007562",Inf,0.210655450403083,0,1,0.0423685913272213
"Epilepsy, Benign Neonatal",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:D020936",Inf,0.210655450403083,0,1,0.0537945171845311
"Fetal Alcohol Spectrum Disorders",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:D063647",Inf,0.210655450403083,0,1,0.0446152051912105
"Glaucoma, Angle-Closure",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,3,"MESH:D015812",Inf,0.210655450403083,0,1,0.0562621034166452
"Hyperandrogenism",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,3,"MESH:D017588",Inf,0.210655450403083,0,1,0.0511541193342438
"Intestinal Perforation",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,3,"MESH:D007416",Inf,0.210655450403083,0,1,0.0446152051912105
"Listeriosis",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:D008088",Inf,0.210655450403083,0,1,0.0461037799601077
"Nephritis, Hereditary",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:D009394",Inf,0.210655450403083,0,1,0.0493400366807413
"SCAPULOPERONEAL MYOPATHY, MYH7-RELATED",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"OMIM:181430",Inf,0.210655450403083,0,1,0.0560453930984461
"von Hippel-Lindau Disease",Inf,0.0474986169287926,1,0.114051393090162,0,1,0,NA,2,"MESH:D006623",Inf,0.210655450403083,0,1,0.0422944871274677
"Spinal Cord Injuries",2.72389843952671,0.0475312424150312,5,0.114051393090162,1.39730023036271,0.481764067946362,3,0.594914466471294,65,"MESH:D013119",2.3523272130224,0.16386201067481,0.99483429317087,1,0.483175052370632
"Venous Thromboembolism",2.72389843952671,0.0475312424150312,5,0.114051393090162,1.39730023036271,0.481764067946362,3,0.594914466471294,74,"MESH:D054556",1.56571668229779,0.377109485060328,0.70937878102316,0.776390741056136,0.525110140707748
"Lymphoma",1.36426786351478,0.0499242761090829,51,0.119496967815552,1.33565384906501,0.050925583526199,55,0.131244795233419,1131,"MESH:D008223",1.14282135688274,0.438571427324146,1.11490476455697,0.506144400339281,0.857460802897857
"Mucositis",1.46401902620276,0.0506727820142518,33,0.120989086932794,1.22800565783396,0.300517526453878,31,0.434570954326238,654,"MESH:D052016",1.13131046115115,0.529021265856285,0.913861077457288,0.760314387684655,0.696644932612993
"Anus Neoplasms",4.02510145375004,0.0511274930728089,3,0.121474903688959,0,1,0,NA,26,"MESH:D001005",3.75866047187163,0.112187773721243,0,0.346712001777227,0.0661400825950707
"Perceptual Disorders",4.02510145375004,0.0511274930728089,3,0.121474903688959,5.20707249710871,0.0125622318060685,4,0.0413337949748059,24,"MESH:D010468",2.25374922429308,0.377095816343009,3.32848281089597,0.089729931909642,0.453951879108625
"Eating Disorders",1.95226979774367,0.0516260493594813,11,0.122059632593199,2.50786358522162,0.00335997514673209,15,0.013403931786427,175,"MESH:D001068",1.25356646658327,0.575319499614582,1.73149730831515,0.103117837567156,0.819851577118525
"Hyperthyroidism",1.95226979774367,0.0516260493594813,11,0.122059632593199,1.76316109097308,0.10010328743851,11,0.204859927613576,184,"MESH:D006980",1.38073291156478,0.33962693489558,1.21951588627898,0.577068140685147,0.525958161946707
"Gonadal Disorders",1.62739222412336,0.0519376249506719,19,0.1223607681282,0.580151889694103,0.154196706840224,8,0.26885579654193,370,"MESH:D006058",1.85193339774667,0.0338940211513075,0.524963721115516,0.114203313297091,0.149963425767098
"Leydig Cell Tumor",6.69972637067868,0.0521330263379715,2,0.1223607681282,2.59375946082263,0.349073579690175,1,0.477285591533483,15,"MESH:D007984",7.50862854463881,0.114329917288539,1.65875727747418,0.546603114973212,0.277763502817851
"Water-Electrolyte Imbalance",6.69972637067868,0.0521330263379715,2,0.1223607681282,0,1,0,NA,11,"MESH:D014883",7.50862854463881,0.114329917288539,0,1,0.106605023845063
"Epilepsy, Temporal Lobe",2.37259697381247,0.0524204781088051,6,0.122737535910931,2.55604831230369,0.0281611011268424,7,0.0817281675554714,72,"MESH:D004833",2.82745210698757,0.0906974719361534,3.33915541041357,0.0254622821988105,0.569028809899135
"Infant, Newborn, Diseases",1.93514150890995,0.0527624359264259,11,0.123239795992401,1.40095726088453,0.311652011214301,9,0.443680664352244,181,"MESH:D007232",1.80640989309086,0.135031017016272,1.19645288418434,0.682452879538702,0.616000978220803
"Metabolic Syndrome X",1.99809111692783,0.0554817657493312,9,0.129279198746032,1.58457101680995,0.251339871648977,8,0.383208772917723,150,"MESH:D024821",1.69625847223727,0.176629698321015,1.26642390445492,0.515461303834671,0.864395804777181
"Jaundice",1.29702338119638,0.0564074372384983,67,0.131120172619298,1.52338018699988,0.000945582124467424,84,0.00463698926421525,1496,"MESH:D007565",0.965463911278796,0.885242105048211,1.17296551497559,0.236372530588403,0.999120532452808
"Liver Cirrhosis, Biliary",2.98361280094134,0.0574375647748538,4,0.133194544693726,0.604151240776783,1,1,1,61,"MESH:D008105",5.01905892412906,0.0396298037265115,0.552135055257471,1,0.340771493777643
"Stress Disorders, Post-Traumatic",3.77276364201789,0.0586430193929551,3,0.135664592710497,3.41201415821242,0.0737563435333757,3,0.172549244045971,34,"MESH:D013313",1.60862869392878,0.448006154762739,1.42295091544144,0.706256420927764,0.400953541216613
"Optic Nerve Diseases",1.50412706770999,0.0594340012435287,25,0.137166298812631,1.23543613853754,0.336881546737152,23,0.469425106109146,481,"MESH:D009901",1.16327588522531,0.543648754542043,0.916049517170905,0.814613989463212,0.989657241457251
"Recurrence",1.59243489056151,0.0601749940018283,20,0.138545759999448,1.35669975438554,0.215193381127381,19,0.342964451171763,381,"MESH:D012008",1.23632364135164,0.408294245476452,1.01672663823025,1,0.963529577355629
"Postoperative Complications",1.44990369452906,0.0621143873157431,32,0.142671288680104,1.68307903325372,0.00336412405620127,40,0.013403931786427,652,"MESH:D011183",0.981879877411967,1,1.1740023693336,0.431901810861336,0.910304966581119
